,task0_BruteForce,task1_DoS,task2_DDoS,task3_WebAttack,task4_Infiltration,task5_Botnet
after_task0,1.0,0.0,0.0,0.0,0.0,0.0
after_task1,1.0,0.9996457008596416,0.0,0.0,0.0,0.0
after_task2,1.0,0.9991422231338691,1.0,0.7142857142857143,0.0,0.0
after_task3,1.0,0.998769276670334,1.0,1.0,0.0,0.0
after_task4,1.0,0.9991422231338691,0.9999266611255072,0.8571428571428571,0.9980719794344473,0.0
after_task5,1.0,0.9992914017192832,1.0,0.8571428571428571,1.0,1.0
