,task0_BruteForce,task1_DoS,task2_DDoS,task3_WebAttack,task4_Infiltration,task5_Botnet
after_task0,1.0,0.0,0.0,0.0,0.0,0.0
after_task1,1.0,0.9981725623286777,0.0,0.0,0.0,0.0
after_task2,1.0,0.9982657989445615,1.0,0.8571428571428571,0.0,0.0
after_task3,1.0,0.998153915005501,1.0,1.0,0.0,0.0
after_task4,1.0,0.9991981651033994,1.0,1.0,0.9922879177377892,0.0
after_task5,1.0,0.9991981651033994,1.0,0.8571428571428571,0.9865038560411311,1.0
