model,ip_mode,after_task,task_category,accuracy_seen,macro_f1_seen,fpr_seen,detection_rate_seen,retention_rate,retention_normalised,task0_accuracy,task0_macro_f1,current_task_recall,next_task_recall_before_training,train_seconds,train_steps,ewc_stability_ratio,ewc_lambda,ewc_gamma
gnn_ewc_replay,none,0,BruteForce,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,45.77165389060974,1250,0.009999999776482582,10.0,0.9
gnn_ewc_replay,permute,0,BruteForce,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,45.77165389060974,1250,0.009999999776482582,10.0,0.9
gnn_ewc_replay,random_src,0,BruteForce,0.9994628571428571,0.991815490405864,0.00044158062623105124,0.9937737806987201,0.9937737806987201,1.0,0.9994628571428571,0.991815490405864,0.9937737806987201,0.0,45.77165389060974,1250,0.009999999776482582,10.0,0.9
gnn_ewc_replay,none,1,DoS,0.9998125,0.9996386399302714,1.3903178266551733e-05,0.9982660391379737,1.0,1.0,1.0,1.0,0.9981725623286777,0.0,242.64721298217773,2690,0.01788412593305111,10.0,0.9
gnn_ewc_replay,permute,1,DoS,0.9998125,0.9996386399302714,1.3903178266551733e-05,0.9982660391379737,1.0,1.0,1.0,1.0,0.9981725623286777,0.0,242.64721298217773,2690,0.01788412593305111,10.0,0.9
gnn_ewc_replay,random_src,1,DoS,0.9984089285714286,0.9890913081955106,9.136374289448283e-05,0.9850490109345695,0.9522656520235213,0.9582318134354334,0.9991257142857143,0.9874660561685114,0.9868163425140322,0.0,242.64721298217773,2690,0.01788412593305111,10.0,0.9
gnn_ewc_replay,none,2,DDoS,0.999898076923077,0.9997553252548137,1.3792049838102554e-05,0.9990454489469146,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,349.3687369823456,3380,0.019019264727830887,10.0,0.9
gnn_ewc_replay,permute,2,DDoS,0.999898076923077,0.9997553252548137,1.3792049838102554e-05,0.9990454489469146,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,349.3687369823456,3380,0.019019264727830887,10.0,0.9
gnn_ewc_replay,random_src,2,DDoS,0.9980740384615384,0.8211221743117315,0.0009962103690752536,0.9895512583651517,0.961604980975441,0.9676296554124608,0.9986514285714285,0.9899373302426209,0.9832053977411627,0.42857142857142855,349.3687369823456,3380,0.019019264727830887,10.0,0.9
gnn_ewc_replay,none,3,WebAttack,0.9998618320610687,0.8481242234013825,6.762524070874552e-05,0.9989839380099553,1.0,1.0,0.9999885714285714,0.9999970948474214,1.0,0.0,180.8504765033722,1890,0.018035655841231346,10.0,0.9
gnn_ewc_replay,permute,3,WebAttack,0.9998618320610687,0.8481242234013825,6.762524070874552e-05,0.9989839380099553,1.0,1.0,0.9999885714285714,0.9999970948474214,1.0,0.0,180.8504765033722,1890,0.018035655841231346,10.0,0.9
gnn_ewc_replay,random_src,3,WebAttack,0.9946839694656489,0.7866222550256878,0.004893758272752388,0.9894288500025659,0.9460394327222414,0.9519665854507484,0.99396,0.9845971036269199,0.8571428571428571,0.0,180.8504765033722,1890,0.018035655841231346,10.0,0.9
gnn_ewc_replay,none,4,Infiltration,0.9945653958944282,0.7691540540400714,0.0057353352316207445,0.9994443939348021,1.0,1.0,0.9642857142857143,0.9907535624674526,0.9922879177377892,0.0,252.9656925201416,2760,0.022577084600925446,10.0,0.9
gnn_ewc_replay,permute,4,Infiltration,0.9945653958944282,0.7691540540400714,0.0057353352316207445,0.9994443939348021,1.0,1.0,0.9642857142857143,0.9907535624674526,0.9922879177377892,0.0,252.9656925201416,2760,0.022577084600925446,10.0,0.9
gnn_ewc_replay,random_src,4,Infiltration,0.9982422287390029,0.7106928407388634,0.00010834310393030176,0.9716236829610773,0.9522656520235213,0.9582318134354334,0.9991257142857143,0.9875524644285509,0.0,0.0,252.9656925201416,2760,0.022577084600925446,10.0,0.9
gnn_ewc_replay,none,5,Botnet,0.9999525065963061,0.94803701627556,1.3952668085001886e-05,0.99938001317472,1.0,1.0,1.0,1.0,1.0,,125.69603443145752,1330,0.02304721623659134,10.0,0.9
gnn_ewc_replay,permute,5,Botnet,0.9999525065963061,0.94803701627556,1.3952668085001886e-05,0.99938001317472,1.0,1.0,1.0,1.0,1.0,,125.69603443145752,1330,0.02304721623659134,10.0,0.9
gnn_ewc_replay,random_src,5,Botnet,0.997776253298153,0.754212498979785,4.3532324425205887e-05,0.9600883481226024,0.9332410930473884,0.939088061260007,0.9988628571428572,0.9824450376192242,0.9258909605853198,,125.69603443145752,1330,0.02304721623659134,10.0,0.9
gnn_naive,none,0,BruteForce,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,40.679208278656006,1250,,,
gnn_naive,permute,0,BruteForce,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,40.679208278656006,1250,,,
gnn_naive,random_src,0,BruteForce,0.9994628571428571,0.991815490405864,0.00044158062623105124,0.9937737806987201,0.9937737806987201,1.0,0.9994628571428571,0.991815490405864,0.9937737806987201,0.0,40.679208278656006,1250,,,
gnn_naive,none,1,DoS,0.9946517857142857,0.6585223354997173,1.9861683237931047e-05,0.9918610000353869,0.0,0.0,0.9834742857142857,0.49946747227808685,0.9982471516213848,0.0,89.57244396209717,2690,,,
gnn_naive,permute,1,DoS,0.9946517857142857,0.6585223354997173,1.9861683237931047e-05,0.9918610000353869,0.0,0.0,0.9834742857142857,0.49946747227808685,0.9982471516213848,0.0,89.57244396209717,2690,,,
gnn_naive,random_src,1,DoS,0.9924910714285714,0.6612109218773811,0.0017398834516427599,0.9410984111256591,0.0,0.0,0.9817028571428571,0.49538347972018293,0.99183247244858,0.0,89.57244396209717,2690,,,
gnn_naive,none,2,DDoS,0.9455442307692308,0.5210138307548132,0.0001230675216322997,0.9621977254998563,0.0,0.0,0.98348,0.495835602073124,1.0,0.8571428571428571,115.76175093650818,3380,,,
gnn_naive,permute,2,DDoS,0.9455442307692308,0.5210138307548132,0.0001230675216322997,0.9621977254998563,0.0,0.0,0.98348,0.495835602073124,1.0,0.8571428571428571,115.76175093650818,3380,,,
gnn_naive,random_src,2,DDoS,0.9445836538461538,0.5077492882010137,0.0005442555051497392,0.7675308946093525,0.0,0.0,0.9831028571428572,0.4957397210143988,0.9853077788099546,0.42857142857142855,115.76175093650818,3380,,,
gnn_naive,none,3,WebAttack,0.9498290076335878,0.3139553404397109,0.0001311269911303724,0.9782111151023759,0.0,0.0,0.9834171428571429,0.4999840212430311,1.0,0.0,65.80614352226257,1890,,,
gnn_naive,permute,3,WebAttack,0.9498290076335878,0.3139553404397109,0.0001311269911303724,0.9782111151023759,0.0,0.0,0.9834171428571429,0.4999840212430311,1.0,0.0,65.80614352226257,1890,,,
gnn_naive,random_src,3,WebAttack,0.9155564885496184,0.29979503690801285,0.02257528462391707,0.8977164263355057,0.0,0.0,0.9602914285714286,0.4938086954477603,1.0,0.0,65.80614352226257,1890,,,
gnn_naive,none,4,Infiltration,0.9374557184750734,0.2032192827218011,0.005725995308868132,0.01575900839470255,0.0,0.0,0.9477885714285714,0.4865972546154907,0.9955012853470437,0.0,94.33841943740845,2760,,,
gnn_naive,permute,4,Infiltration,0.9374557184750734,0.2032192827218011,0.005725995308868132,0.01575900839470255,0.0,0.0,0.9477885714285714,0.4865972546154907,0.9955012853470437,0.0,94.33841943740845,2760,,,
gnn_naive,random_src,4,Infiltration,0.9419448680351906,0.16317694198775032,0.0,7.071349920699861e-05,0.0,0.0,0.98348,0.495835602073124,0.004498714652956298,0.0,94.33841943740845,2760,,,
gnn_naive,none,5,Botnet,0.9477620052770449,0.28132119302326564,0.0,0.041364745999147516,0.0,0.0,0.98348,0.495835602073124,1.0,,46.00760579109192,1330,,,
gnn_naive,permute,5,Botnet,0.9477620052770449,0.28132119302326564,0.0,0.041364745999147516,0.0,0.0,0.98348,0.495835602073124,1.0,,46.00760579109192,1330,,,
gnn_naive,random_src,5,Botnet,0.9476284960422163,0.27738961419791874,2.7905336170003774e-06,0.03869105281512768,0.0,0.0,0.98348,0.495835602073124,0.9414680198253481,,46.00760579109192,1330,,,
ffnn_ewc_replay,none,0,BruteForce,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,63.309030532836914,6070,0.009999999776482582,10.0,0.9
ffnn_ewc_replay,permute,0,BruteForce,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,63.309030532836914,6070,0.009999999776482582,10.0,0.9
ffnn_ewc_replay,random_src,0,BruteForce,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,63.309030532836914,6070,0.009999999776482582,10.0,0.9
ffnn_ewc_replay,none,1,DoS,0.9999625,0.9999277725507167,3.97233664758621e-06,0.9996638239145051,1.0,1.0,0.9999942857142857,0.9999985474279307,0.9996457008596416,0.0,312.5215153694153,13140,0.013606859371066093,10.0,0.9
ffnn_ewc_replay,permute,1,DoS,0.9999625,0.9999277725507167,3.97233664758621e-06,0.9996638239145051,1.0,1.0,0.9999942857142857,0.9999985474279307,0.9996457008596416,0.0,312.5215153694153,13140,0.013606859371066093,10.0,0.9
ffnn_ewc_replay,random_src,1,DoS,0.9999625,0.9999277725507167,3.97233664758621e-06,0.9996638239145051,1.0,1.0,0.9999942857142857,0.9999985474279307,0.9996457008596416,0.0,312.5215153694153,13140,0.013606859371066093,10.0,0.9
ffnn_ewc_replay,none,2,DDoS,0.9999538461538462,0.9999042040394519,2.1218538212465468e-06,0.9995278564683664,1.0,1.0,0.9999942857142857,0.9999985474279307,1.0,0.7142857142857143,394.132226228714,16480,0.01690399833023548,10.0,0.9
ffnn_ewc_replay,permute,2,DDoS,0.9999538461538462,0.9999042040394519,2.1218538212465468e-06,0.9995278564683664,1.0,1.0,0.9999942857142857,0.9999985474279307,1.0,0.7142857142857143,394.132226228714,16480,0.01690399833023548,10.0,0.9
ffnn_ewc_replay,random_src,2,DDoS,0.9999538461538462,0.9999042040394519,2.1218538212465468e-06,0.9995278564683664,1.0,1.0,0.9999942857142857,0.9999985474279307,1.0,0.7142857142857143,394.132226228714,16480,0.01690399833023548,10.0,0.9
ffnn_ewc_replay,none,3,WebAttack,0.9999412213740458,0.946530414669051,9.071678631660983e-06,0.9993226253399702,1.0,1.0,0.9999942857142857,0.9999985474279307,1.0,0.0,223.3031027317047,9240,0.017417116090655327,10.0,0.9
ffnn_ewc_replay,permute,3,WebAttack,0.9999412213740458,0.946530414669051,9.071678631660983e-06,0.9993226253399702,1.0,1.0,0.9999942857142857,0.9999985474279307,1.0,0.0,223.3031027317047,9240,0.017417116090655327,10.0,0.9
