,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,284755,1,81,1,29,60,0,0
true_BruteForce,0,1280,0,0,0,0,0,0
true_DoS,681,0,32925,0,0,0,0,0
true_WebAttack,1,0,0,23,0,0,0,0
true_Infiltration,31,0,0,0,16403,0,0,0
true_Botnet,7,0,0,0,0,66,0,0
true_PortScan,0,0,0,0,0,0,0,0
true_DDoS,0,0,0,0,0,0,0,0
