,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,257275,2,2,11,68,0,0,0
true_BruteForce,0,1280,0,0,0,0,0,0
true_DoS,26,0,33580,0,0,0,0,0
true_WebAttack,2,0,0,22,0,0,0,0
true_Infiltration,22,0,0,0,16412,0,0,0
true_Botnet,0,0,0,0,0,0,0,0
true_PortScan,0,0,0,0,0,0,0,0
true_DDoS,0,0,0,0,0,0,0,0
