model,ip_mode,after_task,task_category,accuracy_seen,macro_f1_seen,fpr_seen,detection_rate_seen,retention_rate,retention_normalised,task0_accuracy,task0_macro_f1,current_task_recall,next_task_recall_before_training,train_seconds,train_steps,ewc_stability_ratio
ffnn_ewc_replay,none,0,BruteForce,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,12.300782203674316,4740,0.0099999997764825
ffnn_ewc_replay,none,1,DoS,0.9999416666666666,0.9995842042227862,4.8284919653893695e-05,0.9998784046692608,1.0,1.0,0.9999428571428572,0.999985613787746,0.9998746945680096,0.0,22.208203315734863,3390,0.0099999997764825
ffnn_ewc_replay,none,2,WebAttack,0.9999230769230768,0.9544807234301336,5.284341615070942e-05,0.9998177067509266,1.0,1.0,0.9999571428571428,0.99998921041842,1.0,0.0,5.0622851848602295,850,0.0108927506953477
ffnn_ewc_replay,none,3,Infiltration,0.999051612903226,0.9265749079226704,0.0008968950708775,0.998805205888628,1.0,1.0,0.9989714285714286,0.9997409214560212,0.99713384924047,0.0,9.756563186645508,1670,0.0100574977695941
ffnn_ewc_replay,none,4,Botnet,0.9995764705882352,0.9411498787131332,0.0002799016930638,0.9987244897959184,1.0,1.0,0.9996,0.9998992791263184,1.0,0.0,5.8749940395355225,980,0.0169648900628089
ffnn_ewc_replay,none,5,PortScan,0.9901384615384616,0.9332300182022044,0.000281222204782,0.9987884834663626,1.0,1.0,0.9996142857142856,0.9999028769991152,0.9992463393626184,0.0,10.84918451309204,1820,0.015268568880856
ffnn_ewc_replay,none,6,DDoS,0.9868285714285714,0.9502369724015518,0.0003134304967873,0.9990490341753344,1.0,1.0,0.9995571428571428,0.9998884851973092,1.0,,5.188004493713379,970,0.0180743988603353
