,task0_BruteForce,task1_DoS,task2_DDoS,task3_WebAttack,task4_Infiltration,task5_Botnet
after_task0,1.0,0.9856229138307196,0.0,0.0,0.0,0.0
after_task1,1.0,0.9983030935909151,0.5465946315943871,0.0,0.0,0.0
after_task2,1.0,0.9948160441568613,1.0,0.0,0.0,0.0
after_task3,0.0,0.980513547280288,0.8061164621326945,1.0,0.0,0.0
after_task4,0.0,0.0,0.0013934386153620496,0.0,0.9929305912596401,0.0
after_task5,0.0,0.0,0.0,0.0,0.2634961439588689,1.0
