,task0_BruteForce,task1_DoS,task2_DDoS,task3_WebAttack,task4_Infiltration,task5_Botnet
after_task0,1.0,0.9856229138307196,0.0,0.0,0.0,0.0
after_task1,1.0,0.9999440580304697,0.5465946315943871,0.0,0.0,0.0
after_task2,1.0,0.9999813526768232,1.0,0.0,0.0,0.0
after_task3,1.0,0.9983030935909151,1.0,1.0,0.0,0.0
after_task4,1.0,0.9983030935909151,1.0,0.8571428571428571,0.9955012853470437,0.43308945008260563
after_task5,1.0,0.9983030935909151,1.0,0.8571428571428571,0.9942159383033419,0.9995279679018173
