,task0_BruteForce,task1_DoS,task2_DDoS,task3_WebAttack,task4_Infiltration,task5_Botnet
after_task0,1.0,0.9856229138307196,0.0,0.0,0.0,0.0
after_task1,1.0,0.9981912096518545,0.0,0.0,0.0,0.0
after_task2,1.0,0.9948160441568613,1.0,0.2857142857142857,0.0,0.0
after_task3,1.0,0.9877673559960468,0.9999755537085024,1.0,0.0,0.0
after_task4,0.0,0.0,0.0016379015303378478,0.0,0.9903598971722365,0.0
after_task5,0.0,0.0,0.00017112404048305873,0.0,0.9530848329048843,1.0
