,task0_BruteForce,task1_DoS,task2_DDoS,task3_WebAttack,task4_Infiltration,task5_Botnet
after_task0,1.0,0.0,0.0,0.0,0.0,0.0
after_task1,1.0,0.9998135267682324,0.0,0.0,0.0,0.0
after_task2,1.0,0.9996084062132881,1.0,0.8571428571428571,0.0012853470437017994,0.0
after_task3,1.0,0.9990676338411622,1.0,1.0,0.0006426735218508997,0.0
after_task4,1.0,0.9990489865179853,1.0,0.8571428571428571,0.9980719794344473,0.0009440641963653528
after_task5,1.0,0.9990303391948085,1.0,0.8571428571428571,1.0,1.0
