,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,281276,187,3171,0,0,293,0,0
true_BruteForce,1280,0,0,0,0,0,0,0
true_DoS,1674,0,31932,0,0,0,0,0
true_WebAttack,24,0,0,0,0,0,0,0
true_Infiltration,5259,41,12,0,11122,0,0,0
true_Botnet,0,0,0,0,0,73,0,0
true_PortScan,0,0,0,0,0,0,0,0
true_DDoS,0,0,0,0,0,0,0,0
