,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,310562,2,7,18,37,0,24,0
true_BruteForce,0,1280,0,0,0,0,0,0
true_DoS,33,0,33573,0,0,0,0,0
true_WebAttack,2,0,0,22,0,0,0,0
true_Infiltration,20,0,3,0,14920,0,1491,0
true_Botnet,0,0,0,0,0,73,0,0
true_PortScan,19,0,0,0,1093,0,28165,0
true_DDoS,0,0,0,0,0,0,0,0
