,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,152836,2,1,12,12,17,24,0
true_BruteForce,0,487,0,0,0,0,0,0
true_DoS,14,0,15944,3,0,0,0,0
true_WebAttack,0,0,0,9,0,0,0,0
true_Infiltration,21,0,0,0,5127,0,1830,0
true_Botnet,0,0,0,0,0,85,0,0
true_PortScan,21,0,4,0,0,0,18551,0
true_DDoS,0,0,0,0,0,0,0,0
