stream_index,window_id,ts,detector,prev_error,new_error,triggered_retrain,reason,n_detections,model,policy
103,285,2017-07-06T18:10:49.994872,ADWIN,0.005684125050751117,0.009027777777777777,False,refractory period,3,gnn_ewc_replay,adwin_gate
104,287,2017-07-06T18:14:45.755478,ADWIN,0.042458100558659215,0.0078125,False,error decreased,1,gnn_ewc_replay,adwin_gate
105,288,2017-07-06T18:18:04.892579,ADWIN,0.0021432398642614752,0.003618421052631579,False,refractory period,3,gnn_ewc_replay,adwin_gate
106,290,2017-07-06T18:20:34.510755,ADWIN,0.007816091954022988,0.010216346153846154,False,refractory period,2,gnn_ewc_replay,adwin_gate
107,291,2017-07-06T18:22:53.483056,ADWIN,0.006779661016949152,0.015178571428571428,True,error increased,3,gnn_ewc_replay,adwin_gate
127,319,2017-07-07T12:57:46.514818,ADWIN,0.00029791561796944823,0.00016057312252964426,False,error decreased,1,gnn_ewc_replay,adwin_gate
131,325,2017-07-07T13:25:25.836703,ADWIN,0.003646770992014033,0.004439890710382513,True,error increased,1,gnn_ewc_replay,adwin_gate
132,326,2017-07-07T13:28:50.168559,ADWIN,0.005700805976017299,0.003933566433566434,False,error decreased,1,gnn_ewc_replay,adwin_gate
146,347,2017-07-07T16:50:49.419521,ADWIN,0.00044808695777864507,0.15178571428571427,True,error increased,4,gnn_ewc_replay,adwin_gate
148,350,2017-07-07T17:13:57.348088,ADWIN,0.003794037940379404,0.010775862068965518,False,refractory period,4,gnn_ewc_replay,adwin_gate
151,354,2017-07-07T17:45:17.899612,ADWIN,0.0015598945726426766,0.09895833333333333,True,error increased,1,gnn_ewc_replay,adwin_gate
152,355,2017-07-07T17:51:45.466435,ADWIN,0.9861042183622829,0.8515625,False,error decreased,1,gnn_ewc_replay,adwin_gate
154,358,2017-07-07T17:52:06.020133,ADWIN,0.9931925427400016,0.625,False,error decreased,1,gnn_ewc_replay,adwin_gate
155,360,2017-07-07T17:52:19.730775,ADWIN,0.9873628200864649,0.9125,False,error decreased,2,gnn_ewc_replay,adwin_gate
157,362,2017-07-07T17:52:33.458646,ADWIN,0.9934710478433052,0.94921875,False,error decreased,1,gnn_ewc_replay,adwin_gate
159,365,2017-07-07T17:52:54.036328,ADWIN,0.9893394077448747,0.421875,False,error decreased,2,gnn_ewc_replay,adwin_gate
160,367,2017-07-07T17:54:15.198356,ADWIN,0.9547038327526133,1.0,True,error increased,8,gnn_ewc_replay,adwin_gate
161,368,2017-07-07T17:54:21.743673,ADWIN,0.84251968503937,0.75,False,error decreased,1,gnn_ewc_replay,adwin_gate
173,385,2017-07-07T18:08:01.771442,ADWIN,0.003536878825562428,0.005592105263157895,True,error increased,1,gnn_ewc_replay,adwin_gate
175,388,2017-07-07T18:12:20.353225,ADWIN,0.0025581136692247805,0.003852739726027397,False,refractory period,1,gnn_ewc_replay,adwin_gate
177,391,2017-07-07T18:23:24.585570,ADWIN,0.0012738853503184713,0.0,False,error decreased,1,gnn_ewc_replay,adwin_gate
181,396,2017-07-07T18:51:29.702413,ADWIN,0.0013021681099029884,0.328125,True,error increased,12,gnn_ewc_replay,adwin_gate
182,398,2017-07-07T18:58:02.196043,ADWIN,0.3858267716535433,0.2375,False,error decreased,1,gnn_ewc_replay,adwin_gate
196,418,2017-07-07T19:15:38.304116,ADWIN,0.00012112566114423375,0.0002399232245681382,True,error increased,1,gnn_ewc_replay,adwin_gate
