model,overrides,val_macro_f1_seen,val_accuracy_seen,val_retention_rate,val_fpr_seen,mean_macro_f1_over_tasks
gnn_ewc_replay,train.gnn_epochs=3 replay.category_balanced_loss=false,0.6411824095132057,0.940847619047619,1.0,8.776053910045448e-05,0.87502692289792
gnn_ewc_replay,train.gnn_epochs=3 replay.category_balanced_loss=true,0.6122749916067319,0.9087952380952381,1.0,0.0034414668547249646,0.8738914157047605
gnn_ewc_replay,train.gnn_epochs=10 replay.category_balanced_loss=false,0.9961976643159873,0.9999190476190476,1.0,1.8805829807240245e-05,0.9774432544197074
gnn_ewc_replay,train.gnn_epochs=10 replay.category_balanced_loss=true,0.917778662196,0.999647619047619,1.0,0.00038238520608055166,0.9360374492706026
ffnn_ewc_replay,train.ffnn_epochs=3,0.8723914018889456,0.9893285714285714,1.0,0.0004701457451810061,0.8911751440703818
ffnn_ewc_replay,train.ffnn_epochs=5,0.8742348406187216,0.9889666666666667,1.0,0.0005391004544742203,0.9026575269917002
ffnn_ewc_replay,train.ffnn_epochs=10,0.9203843318094946,0.9871761904761904,1.0,0.0003510421564018179,0.942429544672759
ffnn_ewc_replay,train.ffnn_epochs=20,0.8592806296770443,0.9895666666666667,1.0,0.000745964582353863,0.883737191572089
