coverage,abstain_rate,accuracy_acted,fpr_argmax,fpr_acted,false_alarms_argmax,false_alarms_after_abstention,attack_abstain_rate,mean_set_size,model,alpha,classes_calibrated
0.9896021108179419,0.005486543535620053,0.9950822533976652,0.005145185883025295,0.005160721536394248,9219,9202,0.016555585693804005,0.9945134564643799,gnn_ewc_replay,0.01,6
0.9667261213720316,0.028415831134564643,0.9949993265086207,0.005145185883025295,0.005284627316618781,9219,9202,0.03248149726818305,0.9715841688654353,gnn_ewc_replay,0.05,6
0.9646353562005276,0.035362532981530345,0.999997811801828,0.005145185883025295,0.0,9219,0,0.07086255667067075,0.9646374670184696,gnn_ewc_replay,0.1,6
0.9907957783641161,0.00901160949868074,0.9998056363333321,0.0006920523370160936,0.0001870516324480495,1240,332,0.0020924555353198744,0.9909883905013193,ffnn_ewc_replay,0.01,6
0.9534279683377309,0.046489182058047494,0.9999131109971039,0.0006920523370160936,8.03978343053451e-05,1240,137,0.003400240244894796,0.9535108179419525,ffnn_ewc_replay,0.05,6
0.9051899736147757,0.09473403693931398,0.9999160584303276,0.0006920523370160936,7.689078470146223e-05,1240,124,0.004126787305769752,0.905265963060686,ffnn_ewc_replay,0.1,6
