,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,257110,1,9,23,215,0,0,0
true_BruteForce,0,1280,0,0,0,0,0,0
true_DoS,16,0,33590,0,0,0,0,0
true_WebAttack,1,0,0,23,0,0,0,0
true_Infiltration,49,2,2,0,16381,0,0,0
true_Botnet,0,0,0,0,0,0,0,0
true_PortScan,0,0,0,0,0,0,0,0
true_DDoS,0,0,0,0,0,0,0,0
