,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,310474,2,17,15,36,20,86,0
true_BruteForce,0,1280,0,0,0,0,0,0
true_DoS,15,0,33587,0,0,0,4,0
true_WebAttack,1,0,0,23,0,0,0,0
true_Infiltration,53,7,3,0,13758,0,2613,0
true_Botnet,0,0,0,0,0,73,0,0
true_PortScan,35,0,0,0,0,0,29242,0
true_DDoS,0,0,0,0,0,0,0,0
