,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,312990,5,151,3,26,79,18,219
true_BruteForce,0,1280,0,0,0,0,0,0
true_DoS,257,0,32943,0,0,0,141,265
true_WebAttack,1,0,0,23,0,0,0,0
true_Infiltration,11,0,6,0,15456,0,955,6
true_Botnet,8,0,0,0,0,65,0,0
true_PortScan,1,0,0,0,0,0,29273,3
true_DDoS,0,0,0,0,0,0,0,22159
