,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,942559,1,7,0,0,0,0,5
true_BruteForce,0,2891,0,0,0,0,0,0
true_DoS,93,0,53534,0,0,0,0,0
true_WebAttack,0,0,0,4,0,0,0,0
true_Infiltration,0,0,0,0,0,0,0,0
true_Botnet,0,0,0,0,0,0,0,0
true_PortScan,0,0,0,0,0,0,0,0
true_DDoS,0,0,0,0,0,0,0,40906
