,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,1596798,1,7,38,9163,0,0,2
true_BruteForce,0,2891,0,0,0,0,0,0
true_DoS,43,0,53584,0,0,0,0,0
true_WebAttack,0,0,0,11,0,0,0,0
true_Infiltration,12,0,0,0,1544,0,0,0
true_Botnet,0,0,0,0,0,0,0,0
true_PortScan,0,0,0,0,0,0,0,0
true_DDoS,0,0,0,0,0,0,0,40906
