,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,313398,0,0,0,0,0,22,71
true_BruteForce,1280,0,0,0,0,0,0,0
true_DoS,33176,0,0,0,0,0,0,430
true_WebAttack,24,0,0,0,0,0,0,0
true_Infiltration,8829,0,0,0,0,0,7601,4
true_Botnet,73,0,0,0,0,0,0,0
true_PortScan,8667,0,0,0,0,0,20605,5
true_DDoS,0,0,0,0,0,0,0,22159
