,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,310227,2,148,9,245,1,18,0
true_BruteForce,0,1280,0,0,0,0,0,0
true_DoS,3,0,33603,0,0,0,0,0
true_WebAttack,1,0,0,23,0,0,0,0
true_Infiltration,10,0,0,0,15378,0,1046,0
true_Botnet,0,0,0,0,0,73,0,0
true_PortScan,1,0,0,0,0,0,29276,0
true_DDoS,0,0,0,0,0,0,0,0
