model,ip_mode,after_task,task_category,accuracy_seen,macro_f1_seen,fpr_seen,detection_rate_seen,retention_rate,retention_normalised,task0_accuracy,task0_macro_f1,current_task_recall,next_task_recall_before_training,train_seconds,train_steps,ewc_stability_ratio,ewc_lambda,ewc_gamma,seed
gnn_replay,none,2,WebAttack,0.9973341119900494,0.994151026465114,0.0001092695548795,0.980578630764824,1.0,1.0,0.9999855805972516,0.9996060414834552,1.0,0.0,10.910615682601929,180,,,,43
gnn_replay,none,3,Infiltration,0.9983220063362076,0.9969719149769432,0.0007848988568453,0.9938454347148644,1.0,1.0,0.9999855805972516,0.9996060414834552,0.9936108068638188,0.0,14.789973735809326,340,,,,43
gnn_replay,none,4,Botnet,0.9985609970744238,0.9972229520052616,0.000923043446216,0.995701810685182,1.0,1.0,0.9998053380628974,0.9947324767106256,0.9863013698630136,0.9999658434948936,8.787657499313354,200,,,,43
gnn_replay,none,5,PortScan,0.9989318860133284,0.9983682485080404,0.0005987445678416,0.9971249411356482,1.0,1.0,0.9999855805972516,0.9996060414834552,0.9999658434948936,0.0059569475156821,18.031003713607788,380,,,,43
gnn_replay,none,6,DDoS,0.9994932075399188,0.9993192413656544,0.0006060780054291,0.9997958251096224,1.0,1.0,0.9999711611945034,0.999212691837611,1.0,,9.362499475479126,200,,,,43
gnn_joint,none,0,BruteForce,0.9999855805972516,0.9996060414834552,1.455371046848394e-05,1.0,1.0,1.0,0.9999855805972516,0.9996060414834552,1.0,0.0,17.560827255249023,970,,,,43
gnn_joint,none,1,DoS,0.9993757907348912,0.9987515933464916,0.0007163323782234,0.9999140056182996,1.0,1.0,0.999992790298626,0.999802944543727,0.9999107302267451,1.0,31.71547269821167,1670,,,,43
gnn_joint,none,2,WebAttack,0.9993401642763422,0.9985661061393016,0.0006687296758627,0.9993984531652822,1.0,1.0,0.999992790298626,0.999802944543727,0.9166666666666666,0.0,33.84602379798889,1850,,,,43
gnn_joint,none,3,Infiltration,0.9958633245006512,0.9924881822153292,0.000711071736647,0.9786927391710812,1.0,1.0,0.9999855805972516,0.9996060414834552,0.9336740903005964,0.0,44.29368305206299,2190,,,,43
gnn_joint,none,4,Botnet,0.9961319363508788,0.9924724501225948,0.0005229409638258,0.9775949588657448,1.0,1.0,0.999992790298626,0.999802944543727,0.6575342465753424,0.9999658434948936,43.09098172187805,2390,,,,43
gnn_joint,none,5,PortScan,0.999527270125516,0.9992785578135364,0.0005858683405762,0.9999628225146852,1.0,1.0,0.9999855805972516,0.9996060414834552,0.9999658434948936,1.0,55.092124462127686,2770,,,,43
gnn_joint,none,6,DDoS,0.9995796744999328,0.999435378707508,0.000539090436408,0.999941664317035,1.0,1.0,0.999992790298626,0.999802944543727,1.0,,57.63399386405945,2970,,,,43
ffnn_joint,none,0,BruteForce,0.999992790298626,0.999802944543727,7.27685523424197e-06,1.0,1.0,1.0,0.999992790298626,0.999802944543727,1.0,0.0,24.50055956840515,4740,,,,43
ffnn_joint,none,1,DoS,0.9999204028453887,0.9998405160541076,1.9625544608862896e-05,0.999570028091498,1.0,1.0,0.9999783708958776,0.999409290640789,0.999553651133726,0.0,43.38877820968628,8130,,,,43
ffnn_joint,none,2,WebAttack,0.999927948972704,0.999843149870466,1.311234658554495e-05,0.9995416786021196,1.0,1.0,0.9999855805972516,0.9996060414834552,0.9166666666666666,6.0849458439819885e-05,48.97563099861145,8970,,,,43
ffnn_joint,none,3,Infiltration,0.9995529669389897,0.9991945470614187,0.0004351914453795,0.9994936117170458,1.0,1.0,0.9997837089587748,0.9941539118364172,0.9988438602896434,0.0,57.3132061958313,10640,,,,43
ffnn_joint,none,4,Botnet,0.9996432224151464,0.999311420854007,0.0002667349882601,0.9991442519011222,1.0,1.0,0.9999351126876324,0.99823197219935,1.0,0.9859275198961642,63.12906455993652,11610,,,,43
ffnn_joint,none,5,PortScan,0.999667811439552,0.999492610598859,0.0001995815226138,0.9991573103328624,1.0,1.0,0.9998630156738908,0.9962818342540728,0.9991802438774464,0.9975179385351324,76.49501967430115,13430,,,,43
ffnn_joint,none,6,DDoS,0.999762215859962,0.999680400013342,0.0001339751380422,0.9994458110118324,1.0,1.0,0.9999423223890066,0.9984278134671444,1.0,,84.73102498054504,14400,,,,43
gnn_ewc,none,0,BruteForce,0.9999855805972516,0.9996060414834552,1.455371046848394e-05,1.0,1.0,1.0,0.9999855805972516,0.9996060414834552,1.0,0.0,34.180763721466064,970,0.1000000014901161,100.0,0.9,43
gnn_ewc,none,1,DoS,0.9987809067372708,0.9975577836851754,0.0007212387643757,0.995872269678381,1.0,1.0,0.999992790298626,0.999802944543727,0.9957150508837708,1.0,43.06713581085205,700,0.1621173918247223,100.0,0.9,43
