,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,310461,1,146,0,18,0,24,0
true_BruteForce,0,1280,0,0,0,0,0,0
true_DoS,5,0,33549,0,0,0,52,0
true_WebAttack,14,2,0,8,0,0,0,0
true_Infiltration,11,0,4,0,15455,0,964,0
true_Botnet,12,0,0,0,0,61,0,0
true_PortScan,18,0,2,0,0,0,29257,0
true_DDoS,0,0,0,0,0,0,0,0
