,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,310122,1,217,0,281,0,29,0
true_BruteForce,0,1280,0,0,0,0,0,0
true_DoS,3,0,33603,0,0,0,0,0
true_WebAttack,3,0,0,21,0,0,0,0
true_Infiltration,7,0,3,0,16424,0,0,0
true_Botnet,7,0,0,0,0,66,0,0
true_PortScan,1,0,0,0,0,0,29276,0
true_DDoS,0,0,0,0,0,0,0,0
