,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,1790532,0,5,68,1153,8,0,6
true_BruteForce,0,2891,0,0,0,0,0,0
true_DoS,38,0,53589,0,0,0,0,0
true_WebAttack,1,0,0,10,0,0,0,0
true_Infiltration,0,0,0,0,1556,0,0,0
true_Botnet,0,0,0,0,0,4237,0,0
true_PortScan,0,0,0,0,0,0,0,0
true_DDoS,0,0,0,0,0,0,0,40906
