,task0_BruteForce,task1_DoS,task2_DDoS,task3_WebAttack,task4_Infiltration,task5_Botnet
after_task0,1.0,0.0,0.0,0.0,0.0,0.0
after_task1,1.0,0.9982471516213848,0.0,0.0,0.0,0.0
after_task2,1.0,0.9997762321218789,1.0,0.8571428571428571,0.0,0.0
after_task3,1.0,0.9982844462677383,1.0,1.0,0.0,0.0
after_task4,1.0,0.9983030935909151,1.0,0.8571428571428571,0.9955012853470437,0.0
after_task5,1.0,0.9981912096518545,1.0,0.8571428571428571,0.9338046272493573,0.9995279679018173
