,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,310650,0,0,0,0,0,0,0
true_BruteForce,1280,0,0,0,0,0,0,0
true_DoS,33606,0,0,0,0,0,0,0
true_WebAttack,24,0,0,0,0,0,0,0
true_Infiltration,16431,0,0,0,0,0,3,0
true_Botnet,73,0,0,0,0,0,0,0
true_PortScan,29277,0,0,0,0,0,0,0
true_DDoS,0,0,0,0,0,0,0,0
