,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,228760,0,0,32,0,0,0,0
true_BruteForce,10,0,0,1270,0,0,0,0
true_DoS,1192,0,31284,1130,0,0,0,0
true_WebAttack,0,0,0,24,0,0,0,0
true_Infiltration,0,0,0,0,0,0,0,0
true_Botnet,0,0,0,0,0,0,0,0
true_PortScan,0,0,0,0,0,0,0,0
true_DDoS,0,0,0,0,0,0,0,0
