,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,284918,0,0,0,0,9,0,0
true_BruteForce,1280,0,0,0,0,0,0,0
true_DoS,33606,0,0,0,0,0,0,0
true_WebAttack,24,0,0,0,0,0,0,0
true_Infiltration,16434,0,0,0,0,0,0,0
true_Botnet,7,0,0,0,0,66,0,0
true_PortScan,0,0,0,0,0,0,0,0
true_DDoS,0,0,0,0,0,0,0,0
