,task0_BruteForce,task1_DoS,task2_WebAttack,task3_Infiltration,task4_Botnet,task5_PortScan,task6_DDoS
after_task0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
after_task1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
after_task2,0.0,0.34565503414573023,1.0,0.0,0.0,0.0,0.0
after_task3,0.0,0.21383371969174864,0.0,0.999140154772141,0.0,0.0,0.0
after_task4,0.0,0.0,0.0,0.9975637718543996,0.9647058823529412,0.0,0.0
after_task5,0.0,0.0,0.0,0.0,0.9647058823529412,1.0,0.0
after_task6,0.0,0.0,0.0,0.0,0.0,0.9993001722652886,1.0
