model,budget,threshold,flow_alerts,incidents,true_incidents,incident_precision,alerts_per_incident,attack_flows_in_true_incidents
gnn_ewc_replay,0.0,0.0,112315,105,85,0.8095238095238095,1069.6666666666667,0.99870190258457
gnn_ewc_replay,0.001,0.94211745262146,104977,90,85,0.9444444444444444,1166.411111111111,0.9981884759948851
gnn_ewc_replay,0.0001,0.9445257782936096,104235,89,85,0.9550561797752809,1171.1797752808989,0.9981787887007401
gnn_ewc_replay,1e-05,0.9445257782936096,104235,89,85,0.9550561797752809,1171.1797752808989,0.9981787887007401
ffnn_ewc_replay,0.0,0.0,104429,834,96,0.11510791366906475,125.21462829736211,0.9996125082342
ffnn_ewc_replay,0.001,0.1731499433517456,104429,834,96,0.11510791366906475,125.21462829736211,0.9996125082342
ffnn_ewc_replay,0.0001,0.9923861622810364,103277,215,95,0.4418604651162791,480.3581395348837,0.998827837408455
ffnn_ewc_replay,1e-05,0.9999781847000122,102054,102,94,0.9215686274509803,1000.5294117647059,0.9885108691440306
