,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,1596779,0,29,0,9201,0,0,0
true_BruteForce,0,2891,0,0,0,0,0,0
true_DoS,91,0,53536,0,0,0,0,0
true_WebAttack,1,0,0,10,0,0,0,0
true_Infiltration,7,0,0,0,1549,0,0,0
true_Botnet,0,0,0,0,0,0,0,0
true_PortScan,0,0,0,0,0,0,0,0
true_DDoS,0,0,0,0,0,0,0,40906
