,task0_BruteForce,task1_DoS,task2_WebAttack,task3_Infiltration,task4_Botnet,task5_PortScan,task6_DDoS
after_task0,0.49453125,0.0,0.0,0.0,0.0,0.0,0.0
after_task1,0.0,0.9489674462893531,0.0,0.0,0.0,0.0,0.0
after_task2,0.0,0.8551746711896685,0.0,0.0,0.0,0.0,0.0
after_task3,0.0,0.07474855680533238,0.0,0.6583302908604114,0.0,0.0,0.0
after_task4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
after_task5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
after_task6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
