,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,152664,13,3,38,25,122,39,0
true_BruteForce,0,487,0,0,0,0,0,0
true_DoS,867,0,15094,0,0,0,0,0
true_WebAttack,0,0,0,9,0,0,0,0
true_Infiltration,5,11,0,0,6934,0,28,0
true_Botnet,0,0,0,0,0,85,0,0
true_PortScan,13,0,0,0,5,0,18558,0
true_DDoS,0,0,0,0,0,0,0,0
