,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,158857,0,0,0,659,0,9,0
true_BruteForce,230,0,0,0,0,0,0,257
true_DoS,7103,0,1035,0,0,0,3,7820
true_WebAttack,0,0,0,0,0,0,0,9
true_Infiltration,3,0,0,0,0,0,6975,0
true_Botnet,85,0,0,0,0,0,0,0
true_PortScan,0,0,0,0,0,0,18576,0
true_DDoS,0,0,0,0,0,0,0,8379
