,task0_BruteForce,task1_DoS,task2_DDoS,task3_WebAttack,task4_Infiltration,task5_Botnet
after_task0,1.0,0.0,0.0,0.0,0.0,0.0
after_task1,0.0,0.9982471516213848,0.0,0.0,0.0,0.0
after_task2,0.0,0.0,1.0,0.5714285714285714,0.0,0.0
after_task3,0.0,0.0,0.5970028846623967,1.0,0.0,0.0
after_task4,0.0,0.0,0.0,0.0,0.9948586118251928,0.0
after_task5,0.0,0.0,0.0,0.0,0.0032133676092544,1.0
