,task0_BruteForce,task1_DoS,task2_DDoS,task3_WebAttack,task4_Infiltration,task5_Botnet
after_task0,1.0,0.0,0.0,0.0,0.0,0.0
after_task1,0.0,0.9983030935909152,0.0,0.0,0.0,0.0
after_task2,0.0,0.0072165140694053,1.0,0.1428571428571428,0.0,0.0
after_task3,0.0,0.0,0.7996626411773334,1.0,0.0,0.0
after_task4,0.0,0.0,0.0,0.0,0.9922879177377892,0.0
after_task5,0.0,0.0,0.0,0.0,0.8341902313624678,0.9995279679018172
