model,ip_mode,after_task,task_category,accuracy_seen,macro_f1_seen,fpr_seen,detection_rate_seen,retention_rate,retention_normalised,task0_accuracy,task0_macro_f1,current_task_recall,next_task_recall_before_training,train_seconds,train_steps,ewc_stability_ratio,ewc_lambda,ewc_gamma,seed
ffnn_ewc_replay,none,4,Infiltration,0.9991548387096776,0.8293621498238747,0.000864254185375,0.9994949035770928,1.0,1.0,0.9992685714285714,0.9998140021506,0.9980719794344473,0.0,752.9522907733917,13460,0.0169832166284322,10.0,0.9,42
ffnn_ewc_replay,none,5,Botnet,0.9993250659630608,0.850372078221132,0.000692052337016,0.999622195528345,1.0,1.0,0.9995428571428572,0.9998837675583632,1.0,,141.77754282951355,6460,0.0210378784686326,10.0,0.9,42
ffnn_naive,none,0,BruteForce,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,53.81717801094055,6070,,,,42
ffnn_naive,none,1,DoS,0.9947982142857142,0.6656367740017634,5.958504971379314e-06,0.9485119784847306,0.0,0.0,0.9834685714285716,0.495832697122213,0.9996457008596416,0.0,126.00214648246764,13140,,,,42
ffnn_naive,none,2,DDoS,0.9456509615384616,0.3941191865260769,1.0609269106232734e-06,0.4201051032557376,0.0,0.0,0.98348,0.495835602073124,1.0,0.0,163.18094038963318,16480,,,,42
ffnn_naive,none,3,WebAttack,0.925606106870229,0.269196212877383,2.55656397801355e-05,0.0001026325242469,0.0,0.0,0.9834628571428572,0.4958312446342039,0.8571428571428571,0.0,92.58339595794678,9240,,,,42
ffnn_naive,none,4,Infiltration,0.9418785923753664,0.2597486984536074,0.0010305048103715,0.0207594629814831,0.0,0.0,0.9829085714285716,0.496362602766211,0.9955012853470436,0.0,126.71299433708192,13460,,,,42
ffnn_naive,none,5,Botnet,0.94775672823219,0.2815544631974544,5.581067234000755e-06,0.0411322509396675,0.0,0.0,0.9834742857142856,0.495834149601853,1.0,,52.84934258460999,6460,,,,42
gnn_ewc,none,0,BruteForce,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,44.3544819355011,1250,0.1000000014901161,100.0,0.9,42
gnn_ewc,none,1,DoS,0.9946517857142856,0.6575620094362696,2.5820188209310363e-05,0.9983898934852612,0.0,0.0,0.9834742857142856,0.4999985474279306,0.9983030935909152,0.0,148.28890752792358,2690,0.1086549162864685,100.0,0.9,42
gnn_ewc,none,2,DDoS,0.945885576923077,0.4928991572338571,0.0001559562558616,0.9982243297614648,0.0,0.0,0.98348,0.5,1.0,0.1428571428571428,194.00176334381104,3380,0.1097202077507972,100.0,0.9,42
gnn_ewc,none,3,WebAttack,0.9505725190839694,0.4051529215819832,3.051382812467785e-05,0.9079796787601992,0.0,0.0,0.98348,0.5,1.0,0.0,110.49207496643066,1890,0.1472987979650497,100.0,0.9,42
gnn_ewc,none,4,Infiltration,0.9427812316715544,0.3214891135699134,6.911542836933044e-05,0.0157084987524118,0.0,0.0,0.9833714285714286,0.4958080036878043,0.9922879177377892,0.0,160.95738577842712,2760,0.1348395943641662,100.0,0.9,42
gnn_ewc,none,5,Botnet,0.9484437994722956,0.2864923325971124,2.232426893600302e-06,0.7732785678304336,0.0,0.0,0.98348,0.495835602073124,0.9995279679018172,,80.19897317886353,1330,0.1283206939697265,100.0,0.9,42
gnn_replay,none,0,BruteForce,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,44.45563793182373,1250,,,,42
gnn_replay,none,1,DoS,0.9998196428571428,0.9996524176214944,1.3903178266551732e-05,0.9983368130507096,1.0,1.0,1.0,1.0,0.9982471516213848,0.0,192.05603766441345,2690,,,,42
gnn_replay,none,2,DDoS,0.9999798076923077,0.9999258918938508,9.54834219560946e-06,0.9998768321221824,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,244.3604395389557,3380,,,,42
gnn_replay,none,3,WebAttack,0.9999038167938932,0.8975097467126286,2.8039733952406677e-05,0.9990557807769282,1.0,1.0,1.0,1.0,1.0,0.0,137.28286695480347,1890,,,,42
gnn_replay,none,4,Infiltration,0.9945284457478006,0.8666826493946983,0.0057471658004407,0.998999909082644,1.0,1.0,0.9643142857142856,0.990761096300592,0.9955012853470436,0.0,194.67917490005493,2760,,,,42
gnn_replay,none,5,Botnet,0.9950369393139842,0.8718631878092616,0.0051356980687274,0.99808191575929,1.0,1.0,0.9643142857142856,0.990761096300592,0.9995279679018172,,100.6756649017334,1330,,,,42
