,task0_BruteForce,task1_DoS,task2_DDoS,task3_WebAttack,task4_Infiltration,task5_Botnet
after_task0,1.0,0.0,0.0,0.0,0.0,0.0
after_task1,1.0,0.9982471516213848,0.0,0.0,0.0,0.0
after_task2,1.0,0.9992354597497528,1.0,0.8571428571428571,0.0,0.0
after_task3,1.0,0.9982471516213848,0.96787757297218,1.0,0.0,0.0
after_task4,1.0,0.9983030935909152,1.0,0.8571428571428571,0.9922879177377892,0.0
after_task5,1.0,0.9982657989445616,1.0,0.8571428571428571,0.9730077120822622,0.9995279679018172
