,pred_Benign,pred_BruteForce,pred_DoS,pred_WebAttack,pred_Infiltration,pred_Botnet,pred_PortScan,pred_DDoS
true_Benign,1605898,0,0,0,111,0,0,0
true_BruteForce,2891,0,0,0,0,0,0,0
true_DoS,53627,0,0,0,0,0,0,0
true_WebAttack,11,0,0,0,0,0,0,0
true_Infiltration,12,0,0,0,1544,0,0,0
true_Botnet,0,0,0,0,0,0,0,0
true_PortScan,0,0,0,0,0,0,0,0
true_DDoS,40895,0,0,0,11,0,0,0
