model,ip_mode,after_task,task_category,accuracy_seen,macro_f1_seen,fpr_seen,detection_rate_seen,retention_rate,retention_normalised,task0_accuracy,task0_macro_f1,current_task_recall,next_task_recall_before_training,train_seconds,train_steps,ewc_stability_ratio,ewc_lambda,ewc_gamma
ffnn_naive,none,3,Infiltration,0.8864276875433266,0.3761239651314427,0.0004740478244313,0.3565557806170146,0.0,0.0,0.990360629262736,0.4998671775781196,0.998296215163685,0.0,5.4267237186431885,1670,,,
ffnn_naive,none,4,Botnet,0.8473259520015223,0.3119304950039591,2.456769628711916e-05,0.0014197638913199,0.0,0.0,0.9907643725396894,0.4976803815690833,1.0,0.0,3.2417478561401367,980,,,
ffnn_naive,none,5,PortScan,0.8686219796393966,0.3869799097073761,0.0001609528408176,0.582583587379483,0.0,0.0,0.9907355337341928,0.4976731047120987,0.9993510264029783,0.0,6.04580020904541,1820,,,
ffnn_naive,none,6,DDoS,0.8554512614568722,0.3285571454857284,0.0002966592342363,0.4939476728923804,0.0,0.0,0.9907211143314444,0.4976694662045437,1.0,,3.216061353683472,970,,,
gnn_replay,none,0,BruteForce,0.9999855805972516,0.9996060414834552,1.455371046848394e-05,1.0,1.0,1.0,0.9999855805972516,0.9996060414834552,1.0,0.0,9.400996923446655,970,,,
gnn_replay,none,1,DoS,0.9993632227631104,0.998998240758377,0.0007310515366801,0.9999140056182996,1.0,1.0,0.999992790298626,0.999802944543727,0.9999107302267451,0.0,22.83035445213318,700,,,
gnn_replay,none,2,WebAttack,0.9988775208379156,0.9177433675216808,0.0007517745375712,0.996448009166428,1.0,1.0,0.999992790298626,0.999802944543727,1.0,0.0,6.890087127685547,180,,,
gnn_replay,none,3,Infiltration,0.9993456472585212,0.9760444480082824,0.0007538137536039,0.9998441882206296,1.0,1.0,0.9999855805972516,0.9998011253100608,0.9997566021662408,0.0,8.649319648742676,340,,,
gnn_replay,none,4,Botnet,0.97131210903123,0.9490735764595344,0.0006492891161595,0.8159363634595562,1.0,1.0,0.9999783708958776,0.9997993060631566,0.9452054794520548,0.0,4.92808985710144,200,,,
gnn_replay,none,5,PortScan,0.9852789361789116,0.9708065692047269,0.0005890873973925,0.9308994472947184,1.0,1.0,0.9999783708958776,0.9997993060631566,1.0,0.0,10.14387822151184,380,,,
gnn_replay,none,6,DDoS,0.985718540437715,0.957601868329546,0.0006220274266246,0.9992027456661448,1.0,1.0,0.9999423223890066,0.9997902096300528,1.0,,5.6432204246521,200,,,
gnn_joint,none,0,BruteForce,0.9999855805972516,0.9996060414834552,1.455371046848394e-05,1.0,1.0,1.0,0.9999855805972516,0.9996060414834552,1.0,0.0,8.961960077285767,970,,,
gnn_joint,none,1,DoS,0.999379980058818,0.9990213288824538,0.0007261451505279,1.0,1.0,1.0,0.999992790298626,0.999802944543727,1.0,0.0,16.425692319869995,1670,,,
gnn_joint,none,2,WebAttack,0.9993439564356736,0.9206796573631636,0.0007430329731808,0.9999140647378976,1.0,1.0,0.999992790298626,0.999802944543727,1.0,0.0,18.072967529296875,1850,,,
gnn_joint,none,3,Infiltration,0.9959507874908488,0.9564242990057884,0.0007382712019832,0.979354939233406,1.0,1.0,0.999992790298626,0.999802944543727,0.9355604235122308,0.0,20.88823628425598,2190,,,
gnn_joint,none,4,Botnet,0.9962835668244416,0.9270322500139422,0.0005861150399926,0.9789369274753488,1.0,1.0,0.999992790298626,0.999802944543727,0.6575342465753424,0.0,22.616772174835205,2390,,,
gnn_joint,none,5,PortScan,0.999468498303283,0.96265712288228,0.0006244970223724,0.9998265050685304,1.0,1.0,0.9999855805972516,0.9996060414834552,1.0,0.0,27.79048538208008,2770,,,
gnn_joint,none,6,DDoS,0.9995220298599236,0.9674034577001868,0.0006092678896682,0.99992221908938,1.0,1.0,0.999992790298626,0.999802944543727,1.0,,32.26302361488342,2970,,,
ffnn_joint,none,0,BruteForce,0.999992790298626,0.999802944543727,7.27685523424197e-06,1.0,1.0,1.0,0.999992790298626,0.999802944543727,1.0,0.0,19.334877490997314,4740,,,
ffnn_joint,none,1,DoS,0.999912024197535,0.9997534585350892,1.4719158456647173e-05,0.9994840337097975,1.0,1.0,0.9999783708958776,0.9997993060631566,0.9994643813604712,0.0,44.09320592880249,8130,,,
ffnn_joint,none,2,WebAttack,0.9998634822640708,0.970928683848332,7.867407951326969e-05,0.9994843884273849,1.0,1.0,0.9999351126876324,0.9997883903037148,0.9583333333333334,0.0,47.11569213867188,8970,,,
ffnn_joint,none,3,Infiltration,0.9987010126270645,0.8296658393298412,0.0014648854902509,0.9995325646618884,1.0,1.0,0.998594108232037,0.999449765202354,0.9989047097480832,0.0,54.33220267295837,10640,,,
ffnn_joint,none,4,Botnet,0.9993696929334251,0.9917760384132972,0.0004106314950847,0.99817181087967,1.0,1.0,0.99982696716702,0.9997610988198274,1.0,0.0,67.34155178070068,11610,,,
ffnn_joint,none,5,PortScan,0.9921169099309048,0.9675316523084468,0.0002446483180428,0.9992316653034922,1.0,1.0,0.9998125477642716,0.999757459730212,0.9490384943812548,0.0,73.30031967163086,13430,,,
ffnn_joint,none,6,DDoS,0.9934285110389486,0.9437390817721129,0.0003732164559748,0.99949442408097,1.0,1.0,0.9997764992574008,0.999748361774438,1.0,,47.05735111236572,14400,,,
gnn_ewc,none,0,BruteForce,0.9999855805972516,0.9996060414834552,1.455371046848394e-05,1.0,1.0,1.0,0.9999855805972516,0.9996060414834552,1.0,0.0,34.67365622520447,970,0.1000000014901161,100.0,0.9
gnn_ewc,none,1,DoS,0.9953833650325512,0.805572790364188,0.000750677081289,0.999340709740297,0.2765625,0.2765625,0.9933166068261452,0.7166444476094378,0.9993155984050468,0.0,42.26088547706604,700,0.1125874444842338,100.0,0.9
gnn_ewc,none,2,WebAttack,0.9899962836838552,0.5009448303152072,0.0008085947061086,0.9820108851331996,0.0,0.0,0.9907643725396894,0.4999981807795723,1.0,0.0,11.241748809814451,180,0.1378583312034607,100.0,0.9
gnn_ewc,none,3,Infiltration,0.9889375514249988,0.6292543762754932,0.0068620365405388,0.9997078529136804,0.08828125,0.08828125,0.9915718590935964,0.581116246685892,0.9993915054156018,0.0,21.207627773284912,340,0.1658100634813308,100.0,0.9
gnn_ewc,none,4,Botnet,0.9133030468805746,0.5119129080929208,0.0001228384814355,0.4335531050041815,0.0,0.0,0.9906418076163286,0.4976494534707685,1.0,0.0,12.56124496459961,200,0.2316302508115768,100.0,0.9
gnn_ewc,none,5,PortScan,0.9120160268203932,0.5287919877285308,0.0148108804120392,0.857845688650953,0.2765625,0.2765625,0.9910599702960304,0.7150160276190684,1.0,0.0,23.08252191543579,380,0.2100512534379959,100.0,0.9
gnn_ewc,none,6,DDoS,0.8736357435197817,0.3005445272900831,0.0038087217814865,0.8887052395165916,0.0,0.0,0.990749953136941,0.4982957306239076,1.0,,12.136971712112429,200,0.1891901940107345,100.0,0.9
gnn_ewc_replay_topo,none,0,BruteForce,0.9999855805972516,0.9996060414834551,1.455371046848394e-05,1.0,1.0,1.0,0.9999855805972516,0.9996060414834551,1.0,0.0,47.85013794898987,970,0.009999999776482582,10.0,0.9
gnn_ewc_replay_topo,none,1,DoS,0.9990699700882272,0.9985956703905737,0.0010744985673352436,0.9999140056182996,1.0,1.0,0.9999927902986259,0.999802944543727,0.9999107302267453,0.0,99.04771828651428,700,0.012082450091838837,10.0,0.9
gnn_ewc_replay_topo,none,2,WebAttack,0.9992832818863717,0.9205178291065446,0.0008129654883037869,0.9999140647378975,1.0,1.0,0.9999855805972516,0.9996060414834551,1.0,0.0,25.643146991729736,180,0.011613696813583374,10.0,0.9
gnn_ewc_replay_topo,none,3,Infiltration,0.9993391685185066,0.9693361858393977,0.0007421568398884045,0.9998052352757868,1.0,1.0,0.999956741791755,0.9995987644164055,0.9994523548740416,0.0,48.04483222961426,340,0.011007034219801426,10.0,0.9
gnn_ewc_replay_topo,none,4,Botnet,0.9993310420283995,0.961595319317721,0.0007019341796319759,0.9995526771301321,1.0,1.0,0.9999279029862583,0.9997865709641371,0.8493150684931506,0.0,28.091166973114014,200,0.018249457702040672,10.0,0.9
gnn_ewc_replay_topo,none,5,PortScan,0.9993279569892473,0.9831765351596885,0.0007114115564139707,0.9997645425930056,1.0,1.0,0.9999855805972516,0.9996060414834551,0.9999658434948936,0.0,54.421955585479736,380,0.017309796065092087,10.0,0.9
gnn_ewc_replay_topo,none,6,DDoS,0.9964548546394327,0.954585661849694,0.0006220274266246878,0.999552759763935,1.0,1.0,0.9999855805972516,0.9996060414834551,1.0,,27.803903341293335,200,0.01801004447042942,10.0,0.9
