,task0_BruteForce,task1_DoS,task2_WebAttack,task3_Infiltration,task4_Botnet,task5_PortScan,task6_DDoS
after_task0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
after_task1,0.0,0.9933047670058918,0.0,0.0,0.0,0.0,0.0
after_task2,0.0,0.003064928881747307,0.9583333333333334,0.0,0.0,0.0,0.0
after_task3,0.0,0.0,0.0,0.998296215163685,0.0,0.0,0.0
after_task4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
after_task5,0.0,0.0,0.0,0.0,0.9863013698630136,0.9993510264029785,0.0
after_task6,0.0,0.0,0.0,0.0,0.0,0.7037947877173207,1.0
